campaign_id,geo,vertical,traffic_source,device,os,bid,daily_budget,impressions,clicks,conversions,spend,revenue,created_at
camp_02714,GB,finance,google,tablet,ios,0.344,50,172184,3315,158,1047.73,6772.09,2024-02-22 21:00:00
camp_03613,US,gambling,inapp,mobile,android,0.293,100,307207,6163,210,1577.26,9965.65,2024-02-22 22:00:00
camp_01384,US,gambling,push,mobile,ios,0.362,30,84625,1588,91,426.83,7034.95,2024-02-22 22:00:00
camp_06616,MX,ecommerce,tiktok,desktop,macos,0.415,100,154582,1583,54,655.51,336.96,2024-02-22 22:00:00
camp_04951,PH,nutra,facebook,desktop,windows,0.211,50,445962,6683,150,1818.36,2212.27,2024-02-22 23:00:00
camp_03814,ID,gambling,inapp,mobile,android,0.165,50,507611,8137,130,1486.56,2606.12,2024-02-22 23:00:00
camp_03492,PH,ecommerce,facebook,mobile,android,0.286,100,273009,3869,140,1151.03,1030.11,2024-02-23 01:00:00
camp_02740,FR,nutra,facebook,mobile,ios,0.312,50,122062,1346,81,301.27,1829.28,2024-02-23 01:00:00
camp_05492,GB,dating,push,desktop,windows,0.279,100,453074,17726,388,4211.25,5027.68,2024-02-23 04:00:00
camp_06138,DE,ecommerce,inapp,desktop,windows,0.227,30,134144,6336,452,1598.98,10029.89,2024-02-23 05:00:00
camp_07440,IT,ecommerce,inapp,mobile,android,0.23,30,36011,1347,36,298.11,273.6,2024-02-23 05:00:00
camp_02986,TR,dating,inapp,mobile,android,0.181,30,269449,13071,463,2414.7,1805.19,2024-02-23 06:00:00
camp_03087,BR,crypto,google,mobile,android,0.198,50,383305,17191,334,4274.9,12578.88,2024-02-23 06:00:00
camp_06573,MX,nutra,native,mobile,ios,0.128,20,145811,2588,40,406.53,576.73,2024-02-23 06:00:00
camp_01236,PL,finance,native,mobile,android,0.109,50,585125,26211,838,2467.59,14053.38,2024-02-23 07:00:00
camp_06143,TH,crypto,facebook,mobile,ios,1.363,200,153495,4439,50,5919.33,2757.47,2024-02-23 07:00:00
camp_02920,TH,finance,google,mobile,android,0.092,50,505951,16264,440,1266.0,5703.19,2024-02-23 08:00:00
camp_03905,IT,ecommerce,facebook,mobile,ios,0.202,30,95908,3694,190,762.8,1595.98,2024-02-23 08:00:00
camp_06129,TH,gambling,push,desktop,macos,0.105,20,87102,3741,99,499.83,3241.86,2024-02-23 08:00:00
camp_05205,GB,dating,facebook,mobile,ios,0.182,20,191736,7443,442,1450.78,8267.85,2024-02-23 08:00:00
camp_02654,MX,dating,facebook,desktop,macos,0.062,10,307834,11771,371,913.12,3922.35,2024-02-23 08:00:00
camp_06847,MX,dating,push,desktop,windows,0.217,30,223276,18148,470,3360.01,3232.87,2024-02-23 09:00:00
camp_05844,TH,finance,google,mobile,ios,0.511,10,20118,662,20,296.77,1382.45,2024-02-23 09:00:00
camp_06324,TR,crypto,native,desktop,windows,0.433,10,22864,1100,11,353.87,118.93,2024-02-23 09:00:00
camp_06316,BR,crypto,facebook,desktop,windows,0.125,100,610196,27164,580,2739.77,27520.87,2024-02-23 10:00:00
camp_02862,PL,dating,facebook,desktop,macos,0.121,100,342518,27652,874,3066.29,2763.17,2024-02-23 10:00:00
camp_01338,PL,gambling,facebook,mobile,android,0.273,50,190315,6975,141,2366.53,6540.11,2024-02-23 10:00:00
camp_03977,TH,gambling,tiktok,mobile,android,0.291,20,83143,2871,63,799.23,1065.29,2024-02-23 10:00:00
camp_01342,ID,crypto,google,mobile,android,0.708,30,15934,756,9,547.52,494.03,2024-02-23 10:00:00
camp_00831,FR,dating,push,mobile,android,0.187,30,127349,10352,353,1881.4,12144.59,2024-02-23 11:00:00
camp_01707,PL,ecommerce,native,mobile,android,0.631,30,61305,2551,84,1219.43,1158.93,2024-02-23 12:00:00
camp_05200,PL,crypto,tiktok,mobile,ios,0.179,100,461188,20726,837,3038.37,15803.18,2024-02-23 12:00:00
camp_05194,FR,finance,inapp,desktop,windows,0.299,20,72827,3129,105,1163.06,5065.4,2024-02-23 12:00:00
camp_01628,GB,ecommerce,google,tablet,android,0.337,50,281863,9172,285,3319.07,3635.48,2024-02-23 12:00:00
camp_04769,IT,gambling,tiktok,mobile,ios,0.261,500,1612551,42226,1353,8169.61,133551.62,2024-02-23 13:00:00
camp_02964,BR,gambling,facebook,mobile,ios,0.554,100,221807,14151,566,6548.53,32530.22,2024-02-23 13:00:00
camp_02726,IT,finance,native,mobile,ios,0.062,50,544254,17525,700,1108.41,26661.11,2024-02-23 14:00:00
camp_01223,US,dating,google,mobile,android,0.222,50,389334,21054,1295,4115.1,38776.84,2024-02-23 15:00:00
camp_04435,TH,gambling,facebook,desktop,macos,0.139,20,98013,4274,106,683.36,1121.14,2024-02-23 15:00:00
camp_01132,US,nutra,inapp,mobile,ios,0.315,50,212530,7951,471,3166.98,37740.57,2024-02-23 15:00:00
camp_07590,BR,crypto,google,mobile,ios,0.052,30,698880,43292,795,2154.76,22011.26,2024-02-23 15:00:00
camp_07303,BR,ecommerce,inapp,desktop,macos,0.127,20,147828,6673,199,908.75,3406.19,2024-02-23 16:00:00
camp_04510,GB,gambling,facebook,desktop,macos,0.092,30,346339,18110,573,1539.45,31525.78,2024-02-23 16:00:00
camp_00858,DE,nutra,facebook,mobile,ios,0.147,10,85384,2068,70,303.09,2446.0,2024-02-23 16:00:00
camp_00095,MX,ecommerce,facebook,desktop,macos,0.548,50,137146,10858,755,5053.62,7406.64,2024-02-23 17:00:00
camp_06909,ID,crypto,facebook,mobile,android,0.091,50,1044681,23607,220,2048.82,5725.84,2024-02-23 18:00:00
camp_03648,IN,finance,native,mobile,ios,0.21,50,219503,6372,167,1558.55,1675.54,2024-02-23 18:00:00
camp_04501,US,finance,tiktok,mobile,android,0.63,500,555803,9608,389,4483.08,23864.0,2024-02-23 18:00:00
camp_01304,JP,ecommerce,facebook,mobile,android,0.557,200,260484,4629,372,3348.43,15052.7,2024-02-23 21:00:00
camp_04841,JP,crypto,facebook,tablet,android,0.194,100,504161,6932,355,1464.1,32271.54,2024-02-23 22:00:00
camp_02999,DE,sweepstakes,google,mobile,ios,0.775,50,38320,500,25,354.7,127.3,2024-02-24 02:00:00
camp_03926,IN,gambling,tiktok,mobile,android,0.184,20,201426,2855,32,673.53,559.35,2024-02-24 04:00:00
camp_00916,PL,nutra,tiktok,mobile,ios,0.096,50,192468,5241,301,611.55,4667.47,2024-02-24 06:00:00
camp_03443,TH,sweepstakes,native,mobile,android,0.211,200,1783345,51082,2489,10640.14,15291.51,2024-02-24 06:00:00
camp_06919,TR,dating,tiktok,mobile,android,0.212,20,93057,3687,81,954.19,1286.55,2024-02-24 06:00:00
camp_05304,JP,nutra,facebook,tablet,ios,0.064,200,2609865,54491,4917,3663.62,555271.7,2024-02-24 07:00:00
camp_03632,DE,gambling,facebook,mobile,android,0.308,50,62607,2862,70,705.75,2701.4,2024-02-24 08:00:00
camp_04212,IT,dating,google,mobile,android,0.19,50,438823,18291,333,2694.83,4644.58,2024-02-24 10:00:00
camp_01343,GB,sweepstakes,push,mobile,android,0.081,200,3465248,149161,13048,9860.56,177561.29,2024-02-24 10:00:00
camp_06871,DE,ecommerce,facebook,mobile,android,0.187,50,480148,21559,3615,3283.76,146460.85,2024-02-24 11:00:00
camp_01108,JP,gambling,facebook,mobile,ios,0.151,100,1484633,78976,1770,15278.12,85207.0,2024-02-24 11:00:00
camp_04941,TH,nutra,google,desktop,macos,0.136,20,63551,3667,103,612.35,2164.13,2024-02-24 12:00:00
camp_07848,PH,dating,google,mobile,android,0.254,30,59726,2650,55,830.39,197.26,2024-02-24 13:00:00
camp_07402,US,dating,push,mobile,ios,0.222,30,217177,14085,804,3858.24,10760.29,2024-02-24 13:00:00
camp_06550,PL,nutra,google,mobile,android,0.239,10,69221,4711,228,1447.86,4916.63,2024-02-24 13:00:00
camp_02054,PL,finance,google,mobile,ios,0.237,30,93076,6245,151,1508.03,2206.99,2024-02-24 13:00:00
camp_00742,GB,ecommerce,google,mobile,android,0.135,100,1530768,86207,3524,13812.56,231502.41,2024-02-24 14:00:00
camp_01982,US,nutra,push,mobile,ios,0.326,30,143750,6099,832,2169.07,41947.87,2024-02-24 14:00:00
camp_00693,US,ecommerce,push,mobile,ios,0.204,100,442150,15880,823,3928.19,11791.98,2024-02-24 15:00:00
camp_03431,US,dating,native,mobile,android,0.223,30,129411,8513,360,1658.09,4098.17,2024-02-24 15:00:00
camp_03904,BR,finance,facebook,desktop,macos,0.102,100,2216747,151049,6795,15529.4,198491.86,2024-02-24 15:00:00
camp_06617,ID,crypto,google,mobile,ios,0.095,30,571063,21368,785,1514.19,20009.28,2024-02-24 15:00:00
camp_04654,FR,gambling,google,mobile,ios,0.159,20,85772,5305,151,891.96,12245.75,2024-02-24 18:00:00
camp_01659,DE,ecommerce,facebook,mobile,android,0.398,30,37965,515,53,247.65,738.92,2024-02-24 19:00:00
camp_03942,IN,sweepstakes,google,tablet,ios,0.187,10,27445,421,9,74.43,28.68,2024-02-24 21:00:00
camp_06094,PH,nutra,tiktok,mobile,android,0.122,30,246429,2871,139,399.9,3090.18,2024-02-24 23:00:00
camp_02254,IT,dating,google,mobile,ios,0.296,30,179466,1918,35,683.05,624.7,2024-02-24 23:00:00
camp_07981,US,finance,push,mobile,android,0.196,20,31743,736,32,105.39,1508.88,2024-02-24 23:00:00
camp_01167,JP,gambling,tiktok,desktop,macos,0.271,100,302221,1874,49,368.62,2755.87,2024-02-25 00:00:00
camp_04843,NG,dating,native,desktop,windows,0.198,100,404245,5795,68,932.16,266.37,2024-02-25 01:00:00
camp_00912,PL,finance,facebook,desktop,windows,0.656,30,28368,757,49,509.53,444.88,2024-02-25 04:00:00
camp_02380,GB,gambling,facebook,desktop,macos,0.147,30,278681,6110,118,981.11,16108.47,2024-02-25 05:00:00
camp_04594,GB,ecommerce,inapp,mobile,android,0.214,30,76570,2111,120,466.59,909.53,2024-02-25 05:00:00
camp_04185,GB,gambling,push,mobile,android,0.205,20,52929,1718,55,379.75,2515.17,2024-02-25 06:00:00
camp_03460,MX,dating,google,mobile,android,0.38,10,19627,945,18,433.81,112.98,2024-02-25 07:00:00
camp_00743,PH,sweepstakes,native,mobile,android,0.214,10,32817,1032,43,231.29,65.13,2024-02-25 09:00:00
camp_03732,PH,dating,facebook,mobile,ios,0.273,50,97166,2805,107,537.9,406.62,2024-02-25 09:00:00
camp_04990,US,finance,native,desktop,windows,0.295,30,137096,6012,156,1520.49,12371.67,2024-02-25 11:00:00
camp_06210,US,crypto,facebook,desktop,macos,0.062,200,2943694,116278,7769,6642.38,470569.88,2024-02-25 11:00:00
camp_03197,DE,finance,tiktok,desktop,windows,0.195,30,115876,5577,268,765.83,12384.27,2024-02-25 12:00:00
camp_05773,MX,ecommerce,facebook,desktop,macos,0.308,30,162174,6899,158,1873.11,853.07,2024-02-25 12:00:00
camp_00796,NG,sweepstakes,inapp,mobile,ios,0.167,50,229172,16331,125,2103.83,118.89,2024-02-25 12:00:00
camp_02311,TH,gambling,facebook,mobile,ios,0.154,500,5018856,256940,16260,46735.79,215096.93,2024-02-25 13:00:00
camp_01042,MX,gambling,push,desktop,windows,0.154,50,242709,24962,139,4268.82,1786.24,2024-02-25 14:00:00
camp_07513,ID,finance,facebook,mobile,ios,0.158,30,261137,16203,331,2889.36,9006.95,2024-02-25 14:00:00
camp_06553,DE,crypto,inapp,mobile,ios,0.066,50,1932891,72346,4130,4777.56,277454.36,2024-02-25 14:00:00
camp_01712,IN,gambling,tiktok,desktop,windows,0.138,20,329254,8026,67,940.75,941.72,2024-02-25 16:00:00
camp_00342,TH,finance,tiktok,mobile,android,0.088,100,1734658,35513,1595,2973.9,48714.25,2024-02-25 16:00:00
camp_03729,PH,gambling,native,desktop,macos,0.164,30,295352,4586,103,805.39,1589.07,2024-02-25 17:00:00
camp_00903,PH,gambling,google,mobile,ios,0.063,50,563755,15493,220,803.88,1426.73,2024-02-25 18:00:00
camp_06875,PL,nutra,push,mobile,ios,0.237,50,176427,7305,382,1249.23,10104.25,2024-02-25 19:00:00
camp_06058,IN,ecommerce,facebook,desktop,windows,0.179,200,976302,27235,554,4091.72,5679.76,2024-02-25 20:00:00
camp_01849,TH,gambling,native,mobile,android,0.243,20,53206,757,11,218.6,1208.54,2024-02-25 20:00:00
camp_03574,DE,ecommerce,facebook,mobile,android,0.369,30,61627,693,60,265.98,1378.08,2024-02-25 23:00:00
camp_03787,US,nutra,push,mobile,ios,0.233,20,58537,1558,144,377.69,8887.31,2024-02-26 00:00:00
camp_00441,US,gambling,push,mobile,ios,0.278,30,126136,2738,116,733.24,11894.87,2024-02-26 00:00:00
camp_06861,ID,ecommerce,push,desktop,macos,0.18,20,106326,1937,49,405.68,174.2,2024-02-26 01:00:00
camp_00187,US,dating,google,mobile,ios,0.146,500,2195911,91329,9278,15988.37,304093.44,2024-02-26 04:00:00
camp_04811,IN,gambling,push,mobile,ios,0.466,50,55667,1377,20,818.83,396.14,2024-02-26 06:00:00
camp_03359,US,ecommerce,facebook,mobile,ios,0.222,50,367870,9906,994,2689.42,35061.73,2024-02-26 06:00:00
camp_06929,MX,ecommerce,push,mobile,ios,0.147,20,128414,3385,105,556.26,1827.89,2024-02-26 06:00:00
camp_06059,BR,crypto,tiktok,mobile,android,0.282,30,106079,2672,43,679.35,1026.23,2024-02-26 06:00:00
camp_05002,DE,dating,facebook,desktop,macos,0.37,200,730273,13676,679,4050.85,8222.55,2024-02-26 06:00:00
camp_06999,US,finance,tiktok,desktop,windows,0.068,30,598871,17249,902,1050.85,74084.89,2024-02-26 07:00:00
camp_07170,IT,dating,google,mobile,ios,0.244,500,1502078,49044,3615,14841.37,25497.32,2024-02-26 07:00:00
camp_03291,US,nutra,native,desktop,macos,0.265,100,219457,4982,240,1052.87,7669.05,2024-02-26 07:00:00
camp_06147,ID,ecommerce,push,mobile,android,0.369,50,386141,24841,807,9246.47,4617.39,2024-02-26 08:00:00
camp_05837,US,nutra,inapp,mobile,ios,0.343,50,210364,5814,587,1525.67,34995.74,2024-02-26 08:00:00
camp_03298,DE,crypto,facebook,mobile,android,0.807,100,141470,3972,156,2416.22,17928.72,2024-02-26 08:00:00
camp_02849,BR,finance,google,tablet,android,0.479,30,103791,7501,166,4147.3,6908.38,2024-02-26 09:00:00
camp_07690,DE,finance,native,mobile,android,0.37,100,117651,2847,175,1029.52,3876.2,2024-02-26 09:00:00
camp_06823,MX,nutra,native,desktop,macos,0.136,50,429451,19774,671,2303.21,19726.12,2024-02-26 09:00:00
camp_04688,BR,ecommerce,native,mobile,ios,0.104,30,311522,6667,105,584.33,1572.76,2024-02-26 09:00:00
camp_07109,MX,gambling,inapp,desktop,windows,0.345,50,192260,12908,398,4167.32,14581.63,2024-02-26 09:00:00
camp_06779,PH,gambling,tiktok,mobile,android,0.203,500,2098532,47487,378,8833.83,7054.17,2024-02-26 10:00:00
camp_04320,NG,nutra,google,desktop,macos,0.31,30,65499,3926,201,1557.99,786.36,2024-02-26 10:00:00
camp_06193,TH,finance,facebook,mobile,ios,0.12,50,761317,36186,1413,5476.07,32694.23,2024-02-26 11:00:00
camp_03631,GB,dating,facebook,mobile,ios,0.192,20,186252,7986,291,1795.17,4982.79,2024-02-26 11:00:00
camp_00307,FR,finance,push,desktop,macos,0.304,100,351063,17201,519,5269.44,14485.64,2024-02-26 11:00:00
camp_05846,ID,nutra,push,mobile,android,0.466,50,128717,6499,195,2303.09,982.76,2024-02-26 11:00:00
camp_05621,US,ecommerce,facebook,desktop,windows,0.368,50,108318,3008,264,1088.07,5514.44,2024-02-26 12:00:00
camp_01025,DE,ecommerce,push,mobile,ios,0.231,20,69715,5607,366,970.62,5450.67,2024-02-26 13:00:00
camp_06208,PL,finance,facebook,mobile,android,0.138,500,2130884,89041,3289,13563.97,77088.06,2024-02-26 13:00:00
camp_04608,ID,dating,tiktok,desktop,macos,0.716,20,27945,568,11,495.61,54.94,2024-02-26 13:00:00
camp_00006,TR,gambling,native,mobile,android,0.13,50,511872,18613,372,2996.28,8531.58,2024-02-26 14:00:00
camp_01418,DE,crypto,push,mobile,ios,0.193,10,47545,1605,56,262.17,3726.53,2024-02-26 14:00:00
camp_06979,US,ecommerce,google,mobile,android,0.209,500,4427544,201939,12521,39912.31,168852.79,2024-02-26 15:00:00
camp_00670,PH,nutra,google,mobile,ios,0.438,30,41825,1432,43,476.42,148.97,2024-02-26 15:00:00
camp_00521,DE,nutra,push,desktop,windows,0.243,200,2017067,120047,3353,23694.88,397525.59,2024-02-26 15:00:00
camp_05745,MX,nutra,native,mobile,ios,0.043,200,3103270,108331,3270,4664.38,65122.76,2024-02-26 15:00:00
camp_00269,BR,ecommerce,native,mobile,ios,0.547,10,15255,382,4,168.15,72.0,2024-02-26 15:00:00
camp_01098,JP,nutra,facebook,mobile,ios,0.087,30,260267,8721,419,657.66,44812.37,2024-02-26 16:00:00
camp_04202,DE,finance,facebook,desktop,windows,0.145,50,330747,12748,701,2024.74,31971.91,2024-02-26 16:00:00
camp_06319,FR,gambling,google,mobile,android,0.159,30,271906,8618,276,1175.56,32509.66,2024-02-26 16:00:00
camp_07679,TH,nutra,native,mobile,ios,0.167,50,343720,17005,420,3312.48,5854.18,2024-02-26 17:00:00
camp_06277,IN,ecommerce,inapp,mobile,android,0.096,200,1654907,50137,1258,5645.66,9141.59,2024-02-26 17:00:00
camp_01612,FR,gambling,tiktok,tablet,android,1.637,20,14930,167,7,210.41,272.37,2024-02-26 18:00:00
camp_02012,IT,gambling,tiktok,mobile,ios,0.19,200,1428005,45157,1025,9628.0,54373.08,2024-02-26 18:00:00
camp_00973,PH,gambling,facebook,mobile,ios,0.205,200,3487761,102404,1377,25166.52,39782.99,2024-02-26 19:00:00
camp_06644,US,sweepstakes,google,mobile,android,0.131,20,129933,5618,264,535.15,2339.44,2024-02-26 19:00:00
camp_06514,PH,dating,inapp,mobile,android,0.104,30,472033,19988,1005,2473.76,4425.05,2024-02-26 20:00:00
camp_03243,IT,crypto,facebook,mobile,ios,0.247,50,52884,946,23,184.74,337.17,2024-02-26 20:00:00
camp_02048,US,ecommerce,facebook,tablet,ios,0.149,100,424862,6317,633,864.09,19070.32,2024-02-26 20:00:00
camp_07223,MX,gambling,google,mobile,ios,0.135,20,176339,6098,103,652.94,2173.49,2024-02-26 20:00:00
camp_03125,US,gambling,google,mobile,android,0.149,20,213134,3712,387,650.37,10066.04,2024-02-26 21:00:00
camp_05363,DE,ecommerce,inapp,mobile,ios,0.435,30,137420,3724,180,1449.85,3650.86,2024-02-26 21:00:00
camp_07714,TR,ecommerce,native,mobile,ios,0.289,100,216998,1803,89,665.4,149.57,2024-02-27 00:00:00
camp_07707,NG,nutra,tiktok,desktop,windows,0.137,30,330854,3002,76,293.56,285.96,2024-02-27 01:00:00
camp_06985,PH,nutra,native,mobile,android,0.454,30,134061,1590,54,904.02,533.17,2024-02-27 02:00:00
camp_01116,FR,crypto,google,mobile,ios,0.566,200,147412,2461,60,1454.39,5493.9,2024-02-27 03:00:00
camp_00018,MX,nutra,google,desktop,macos,0.091,500,4809434,94053,2378,6209.85,26043.35,2024-02-27 03:00:00
camp_03548,US,sweepstakes,tiktok,mobile,ios,0.163,200,2054494,23715,734,3614.67,5232.01,2024-02-27 05:00:00
camp_04173,PL,gambling,push,mobile,ios,0.487,50,93378,4289,139,2187.95,4269.2,2024-02-27 06:00:00
camp_01608,US,gambling,facebook,mobile,ios,1.342,10,10750,247,11,235.79,1153.64,2024-02-27 06:00:00
camp_03835,NG,crypto,facebook,desktop,windows,0.304,200,332492,9220,74,2238.6,441.56,2024-02-27 06:00:00
camp_05009,US,crypto,facebook,mobile,ios,0.291,30,162363,3765,158,820.99,18689.13,2024-02-27 07:00:00
camp_00009,IN,gambling,push,mobile,android,0.318,50,241924,14294,246,4232.01,3386.1,2024-02-27 07:00:00
camp_03968,TR,nutra,tiktok,desktop,windows,0.272,10,50917,2488,87,650.83,837.18,2024-02-27 07:00:00
camp_04621,DE,nutra,push,mobile,android,0.254,100,581462,18128,1640,3718.71,93569.72,2024-02-27 07:00:00
camp_03173,GB,gambling,google,desktop,macos,0.063,10,100723,7719,212,567.22,12853.05,2024-02-27 08:00:00
camp_03976,ID,sweepstakes,tiktok,mobile,ios,0.425,50,60210,1383,34,570.22,151.72,2024-02-27 08:00:00
camp_01182,BR,gambling,facebook,mobile,android,0.575,10,51741,2322,65,1098.83,1190.42,2024-02-27 08:00:00
camp_04917,DE,crypto,push,mobile,android,0.162,10,74497,4237,110,606.15,8703.96,2024-02-27 08:00:00
camp_06728,IT,finance,native,mobile,ios,0.178,30,144207,3335,65,639.18,1050.1,2024-02-27 08:00:00
camp_01443,PL,sweepstakes,tiktok,desktop,macos,0.214,100,234427,9343,301,2576.07,1285.11,2024-02-27 09:00:00
camp_02153,DE,finance,native,desktop,windows,0.31,30,280020,9933,564,2273.37,18018.1,2024-02-27 09:00:00
camp_06330,US,finance,google,tablet,android,0.161,30,279594,14064,1259,1600.18,62460.18,2024-02-27 09:00:00
camp_03988,DE,crypto,push,desktop,windows,0.099,50,565353,34300,1321,4053.14,69954.61,2024-02-27 09:00:00
camp_02763,IT,nutra,inapp,mobile,android,0.419,200,1076252,68741,3285,31547.13,123637.01,2024-02-27 09:00:00
camp_04856,FR,ecommerce,inapp,mobile,ios,0.126,30,476574,38241,3269,5312.39,71578.92,2024-02-27 10:00:00
camp_05960,IN,sweepstakes,google,mobile,android,0.524,50,70689,4216,39,2034.03,57.26,2024-02-27 10:00:00
camp_03688,MX,gambling,inapp,mobile,ios,0.26,30,94481,4225,117,1083.8,1459.49,2024-02-27 11:00:00
camp_05743,DE,finance,tiktok,mobile,ios,0.08,30,195074,5573,224,354.37,23411.53,2024-02-27 11:00:00
camp_05543,TR,dating,facebook,desktop,macos,0.152,50,357795,13328,134,2592.43,802.19,2024-02-27 11:00:00
camp_00618,ID,gambling,push,mobile,android,0.06,30,292549,12084,104,578.56,1297.18,2024-02-27 11:00:00
camp_01910,US,finance,facebook,mobile,ios,0.438,50,59562,2225,175,738.2,14208.29,2024-02-27 14:00:00
camp_00739,DE,dating,native,mobile,ios,0.141,50,395230,8328,160,1362.12,2566.5,2024-02-27 15:00:00
camp_06530,US,ecommerce,facebook,mobile,ios,0.048,50,845518,32565,2725,1597.71,74836.62,2024-02-27 15:00:00
camp_02481,TR,finance,google,desktop,macos,0.279,20,120191,6329,181,1979.96,6457.89,2024-02-27 15:00:00
camp_04449,GB,ecommerce,tiktok,mobile,ios,0.752,100,251984,6597,252,5813.39,10184.97,2024-02-27 16:00:00
camp_02515,PH,nutra,tiktok,mobile,android,0.425,10,29145,850,20,370.21,310.54,2024-02-27 16:00:00
camp_06284,ID,dating,facebook,mobile,android,0.658,20,58537,3485,43,1636.44,284.71,2024-02-27 16:00:00
camp_07253,JP,sweepstakes,facebook,desktop,macos,0.235,50,225969,13749,315,3864.81,2060.97,2024-02-27 16:00:00
camp_07820,BR,crypto,push,mobile,ios,0.163,10,115566,6500,108,912.52,4047.52,2024-02-27 16:00:00
camp_05229,PL,sweepstakes,push,mobile,ios,0.269,10,34094,1317,26,248.14,108.76,2024-02-27 17:00:00
camp_00455,JP,crypto,google,desktop,windows,0.364,10,22017,1010,21,302.29,1631.84,2024-02-27 17:00:00
camp_01571,GB,dating,facebook,tablet,ios,0.276,50,116805,2121,104,418.14,1726.44,2024-02-27 18:00:00
camp_01195,BR,finance,facebook,mobile,ios,0.104,50,613350,30144,534,3039.97,10944.39,2024-02-27 19:00:00
camp_04836,BR,crypto,push,mobile,android,0.332,30,80269,1927,38,582.93,1360.27,2024-02-27 20:00:00
camp_01620,PH,dating,google,desktop,windows,0.059,30,273563,6145,288,290.93,1110.44,2024-02-27 21:00:00
camp_04307,JP,crypto,native,mobile,ios,0.123,20,195733,4017,93,397.01,7884.42,2024-02-27 22:00:00
camp_01549,PH,sweepstakes,tiktok,mobile,android,0.54,20,19124,178,6,73.89,27.5,2024-02-28 00:00:00
camp_06873,ID,dating,inapp,mobile,android,0.515,30,43132,432,13,274.71,98.34,2024-02-28 00:00:00
camp_04038,DE,finance,push,desktop,macos,0.294,30,76247,1601,38,525.47,2573.62,2024-02-28 00:00:00
camp_00480,GB,dating,tiktok,mobile,android,0.219,100,496231,5630,201,1370.46,4537.11,2024-02-28 01:00:00
camp_03144,ID,ecommerce,facebook,mobile,ios,0.636,30,60909,2539,82,1341.82,389.96,2024-02-28 05:00:00
camp_01933,DE,sweepstakes,google,tablet,android,0.301,200,1219386,46127,3703,17850.42,44810.98,2024-02-28 05:00:00
camp_03027,BR,finance,facebook,mobile,ios,0.61,10,46283,1128,26,716.11,688.78,2024-02-28 05:00:00
camp_02307,TH,ecommerce,facebook,mobile,ios,0.363,30,55304,1520,69,633.61,1025.25,2024-02-28 06:00:00
camp_04268,DE,ecommerce,facebook,mobile,ios,0.52,20,188830,6159,410,2530.82,7572.59,2024-02-28 06:00:00
camp_04705,PL,finance,inapp,mobile,ios,0.184,30,188201,3219,108,519.58,1586.63,2024-02-28 06:00:00
camp_05282,DE,crypto,facebook,desktop,windows,0.888,50,42206,2231,70,2128.7,2668.91,2024-02-28 07:00:00
camp_00424,TR,nutra,native,mobile,android,0.164,200,1508924,55688,3187,10140.89,38782.77,2024-02-28 07:00:00
camp_07277,US,gambling,tiktok,mobile,android,0.243,20,49216,1039,95,225.21,13506.46,2024-02-28 07:00:00
camp_05558,DE,ecommerce,native,mobile,ios,0.252,30,75348,2916,400,600.95,3739.45,2024-02-28 08:00:00
camp_05561,PL,gambling,inapp,mobile,android,0.532,100,127499,7009,237,4788.01,4144.26,2024-02-28 08:00:00
camp_02227,NG,ecommerce,native,desktop,windows,0.222,10,24099,1426,21,318.98,143.66,2024-02-28 09:00:00
camp_01084,DE,dating,facebook,mobile,ios,0.151,50,246420,9546,406,1090.22,3027.49,2024-02-28 09:00:00
camp_02921,FR,crypto,native,mobile,ios,0.139,20,183608,6485,102,953.68,3905.51,2024-02-28 09:00:00
camp_02330,PL,dating,facebook,mobile,ios,0.485,30,76912,3633,90,2002.96,1080.36,2024-02-28 09:00:00
camp_03531,FR,gambling,google,desktop,windows,0.269,30,143376,12895,317,3218.75,16135.46,2024-02-28 11:00:00
camp_05919,US,dating,tiktok,mobile,android,0.299,30,59573,1345,79,508.04,1553.04,2024-02-28 11:00:00
camp_03654,TR,gambling,facebook,mobile,android,0.391,50,143395,4668,79,1942.57,1809.26,2024-02-28 11:00:00
camp_04869,TH,ecommerce,tiktok,mobile,android,0.133,30,199810,4901,145,578.72,1648.93,2024-02-28 11:00:00
camp_00418,JP,nutra,facebook,desktop,windows,0.291,20,56106,4173,265,964.6,13896.39,2024-02-28 11:00:00
camp_00669,PL,finance,tiktok,mobile,android,0.506,50,112775,4109,65,2359.12,732.41,2024-02-28 12:00:00
camp_06037,US,nutra,google,mobile,android,0.675,20,25456,1964,70,1442.76,3496.42,2024-02-28 12:00:00
camp_00002,DE,sweepstakes,facebook,mobile,ios,0.118,30,115266,2168,184,230.77,4376.09,2024-02-28 12:00:00
camp_05697,DE,crypto,push,mobile,ios,0.498,50,284297,21180,755,7576.29,62479.81,2024-02-28 13:00:00
camp_06797,GB,ecommerce,tiktok,desktop,windows,0.061,30,365003,9894,387,696.59,16558.06,2024-02-28 13:00:00
camp_04272,IT,sweepstakes,inapp,mobile,ios,0.196,10,83676,4980,230,871.04,740.46,2024-02-28 13:00:00
camp_04910,TH,crypto,tiktok,mobile,ios,0.128,50,274549,5508,123,635.47,2148.7,2024-02-28 14:00:00
camp_04521,DE,ecommerce,google,desktop,macos,0.424,30,53266,2929,205,1264.36,6390.56,2024-02-28 14:00:00
camp_07639,US,gambling,tiktok,mobile,android,0.33,20,101358,3113,151,1091.25,6719.43,2024-02-28 15:00:00
