ad_id,ad_text,vertical,geo,impressions,clicks,conversions,ctr,cr
ad_0218,Ставки на Bundesliga и другие лиги. Бонус 50€€ для новых клиентов,betting,US,189871,13112,59,0.06906,0.00456
ad_0219,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,ID,175922,1280,0,0.00728,0.00072
ad_0220,🎰 150% бонус на первый депозит! Только 7 дней. Играй и выигрывай!,gambling,PH,31309,1545,6,0.04935,0.00391
ad_0221,"Спортивные ставки онлайн. Бонус 500€€, вывод за 24 часа",betting,DE,9023,159,0,0.01764,0.00172
ad_0222,Натуральный продукт для снижения веса. До минус 8кг за месяц,nutra,GB,24615,824,2,0.03351,0.00246
ad_0223,Ставки на Bundesliga и другие лиги. Бонус 100€€ для новых клиентов,betting,IN,175350,4076,7,0.02325,0.00175
ad_0224,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,TR,181778,2341,1,0.01288,0.00075
ad_0225,Эффективное средство для похудения. Скидка 60% на первый заказ,nutra,ID,146824,3691,7,0.02514,0.00201
ad_0226,Получи 150% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,IT,170455,8660,40,0.05081,0.00473
ad_0227,Известный блогер раскрыл секрет: минус 12кг за 3 дней. Попробуй бесплатно!,nutra,IN,171133,3918,4,0.0229,0.00108
ad_0228,"BurnPro — проверенное средство. 50,000+ положительных отзывов",nutra,DE,12588,617,1,0.04907,0.00216
ad_0229,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,TR,19711,204,0,0.01036,0.00058
ad_0230,Ставки на Premier League и другие лиги. Бонус 500€€ для новых клиентов,betting,TR,69014,2791,11,0.04045,0.00409
ad_0231,Снижение веса естественным путём. Закажи KetoMax сегодня,nutra,ID,49560,897,1,0.0181,0.00116
ad_0232,Надёжное казино с быстрыми выплатами. До 200€ бонус на депозит,gambling,DE,105281,4456,14,0.04233,0.00317
ad_0233,"KetoMax — проверенное средство. 1,000+ положительных отзывов",nutra,BR,65866,2580,7,0.03918,0.00295
ad_0234,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IN,71932,1071,1,0.0149,0.00125
ad_0235,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,US,126963,3327,2,0.02621,0.00079
ad_0236,"5,000+ событий каждый день. Фрибет 100%€ при регистрации. Успей забрать!",betting,MX,95587,2272,8,0.02377,0.00358
ad_0237,Средство для похудения. Натуральные компоненты. Закажите,nutra,IN,116230,2404,2,0.02069,0.00115
ad_0238,"KetoMax — проверенное средство. 100,000+ положительных отзывов",nutra,IN,105845,3081,5,0.02911,0.00192
ad_0239,Ставки на спорт с коэфами до 20x. 500€€ фрибет — только 7 дней!,betting,DE,188311,21523,344,0.1143,0.01599
ad_0240,Букмекер онлайн. Множество событий для ставок каждый день,betting,US,177550,2970,3,0.01673,0.00126
ad_0241,⚽ Фрибет 100€€ без условий! Ставь на Champions League сегодня. Коэфы до 50x,betting,IN,80024,1870,4,0.02338,0.00249
ad_0242,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,IT,97358,1369,0,0.01407,0.00073
ad_0243,Надёжное казино с быстрыми выплатами. До 200% бонус на депозит,gambling,BR,182671,4510,6,0.02469,0.00143
ad_0244,Средство для похудения. Натуральные компоненты. Закажите,nutra,GB,30470,1327,4,0.04356,0.0034
ad_0245,"Похудей на 5кг без спорта и диет! 5,000+ довольных клиентов. Закажи сейчас",nutra,US,156931,13663,111,0.08707,0.00814
ad_0246,LIVE ставки на La Liga! Бонус 200%€ + кэшбэк 20%. Начни сейчас 🔥,betting,GB,113921,8089,44,0.07101,0.00548
ad_0247,"1,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,BR,100907,7654,54,0.07586,0.00713
ad_0248,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,MX,76441,955,0,0.0125,0.00071
ad_0249,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,IN,131313,886,0,0.00675,0.00036
ad_0250,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,TR,35191,610,1,0.01736,0.00308
ad_0251,"50,000+ событий каждый день. Фрибет 200€€ при регистрации. Успей забрать!",betting,DE,182294,7136,33,0.03915,0.00464
ad_0252,Натуральное средство для стройности. Простой заказ онлайн,nutra,ID,151096,1479,0,0.00979,0.00051
ad_0253,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,DE,108435,2207,3,0.02036,0.00157
ad_0254,"Играй в лучшие слоты. Бонус 100%, вейджер x45. Регистрируйся",gambling,IN,101622,1774,1,0.01746,0.00109
ad_0255,Снижение веса естественным путём. Закажи NaturThin сегодня,nutra,IN,172391,3671,4,0.0213,0.00126
ad_0256,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,DE,66295,1284,1,0.01938,0.00148
ad_0257,Лучшие коэффициенты на La Liga. Начни с бонуса 100€€,betting,US,164929,4276,13,0.02593,0.00325
ad_0258,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,DE,126704,4135,8,0.03264,0.00195
ad_0259,Средство для похудения. Натуральные компоненты. Закажите,nutra,IN,112032,1575,1,0.01406,0.00106
ad_0260,🎰 100% бонус на первый депозит! Только 7 дней. Играй и выигрывай!,gambling,GB,134138,8253,47,0.06153,0.00579
ad_0261,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 100€ бонус + 100 фриспинов. Осталось 48ч,gambling,DE,123919,7457,42,0.06018,0.00571
ad_0262,"Букмекер с лицензией. 50,000+ видов спорта. Фрибет до 100€€",betting,MX,113759,1963,1,0.01726,0.001
ad_0263,Натуральное средство для стройности. Простой заказ онлайн,nutra,DE,133279,1885,1,0.01415,0.00086
ad_0264,"Похудей на 10кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,ID,61955,2884,6,0.04655,0.00213
ad_0265,Ставки на спорт с коэфами до 5x. 200€€ фрибет — только 7 дней!,betting,PH,184746,5736,10,0.03105,0.00189
ad_0266,Ставки на спорт. Бонусы и акции для клиентов,betting,MX,174037,1848,1,0.01062,0.00074
ad_0267,"Букмекер с лицензией. 50,000+ видов спорта. Фрибет до 200%€",betting,US,37023,1139,3,0.03077,0.00312
ad_0268,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,DE,60602,1005,1,0.01659,0.00148
ad_0269,"Минус 8кг за 3 дней! 100,000+ отзывов. Скидка 40% только сегодня 🔥",nutra,IT,153000,18329,110,0.1198,0.00605
ad_0270,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,DE,150282,4649,8,0.03094,0.00176
ad_0271,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 24ч,gambling,IT,43680,2951,24,0.06757,0.00833
ad_0272,"Похудей на 8кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,US,146614,6895,15,0.04703,0.00222
ad_0273,LIVE ставки на Champions League! Бонус 50€€ + кэшбэк 10%. Начни сейчас 🔥,betting,GB,8895,715,5,0.08046,0.00757
ad_0274,Лучшие коэффициенты на Champions League. Начни с бонуса 200%€,betting,BR,50677,1024,1,0.02022,0.00169
ad_0275,"5,000+ событий каждый день. Фрибет 50€€ при регистрации. Успей забрать!",betting,US,142910,8787,51,0.06149,0.00587
ad_0276,"Попробуй удачу в 100,000+ играх. Быстрые выплаты, бонус 500€",gambling,DE,139542,9269,53,0.06643,0.00574
ad_0277,"KetoMax — проверенное средство. 1,000+ положительных отзывов",nutra,DE,166246,9116,26,0.05484,0.00291
ad_0278,"Выиграй до 10,000€ с бонусом 500€! Начни с 5€ депозита",gambling,MX,130562,3142,5,0.02407,0.00169
ad_0279,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,ID,33301,409,0,0.0123,0.00108
ad_0280,LIVE ставки на La Liga! Бонус 100%€ + кэшбэк 20%. Начни сейчас 🔥,betting,PH,43884,1577,10,0.03595,0.0067
ad_0281,"Выиграй до 100,000€ с бонусом 100€! Начни с 10€ депозита",gambling,GB,161602,9104,37,0.05634,0.00409
ad_0282,"NaturThin — проверенное средство. 1,000+ положительных отзывов",nutra,IN,30999,1054,1,0.03403,0.00181
ad_0283,Натуральное средство для стройности. Простой заказ онлайн,nutra,DE,176629,2255,1,0.01277,0.00057
ad_0284,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,MX,61367,609,0,0.00993,0.00054
ad_0285,Ставки на спорт. Бонусы и акции для клиентов,betting,PH,64898,563,0,0.00868,0.00144
ad_0286,Букмекер онлайн. Множество событий для ставок каждый день,betting,TR,123882,1249,1,0.01009,0.00094
ad_0287,Делайте ставки на спортивные события. Широкая линия,betting,ID,29926,379,0,0.01268,0.00065
ad_0288,Ставки на La Liga и другие лиги. Бонус 50€€ для новых клиентов,betting,ID,103120,2514,7,0.02438,0.00307
ad_0289,Получи 100% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,PH,27377,737,2,0.02695,0.00304
ad_0290,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,ID,198670,9136,29,0.04599,0.00325
ad_0291,"Спортивные ставки онлайн. Бонус 100%€, вывод за 24 часа",betting,GB,158738,5727,40,0.03608,0.00713
ad_0292,Эффективное средство для похудения. Скидка 30% на первый заказ,nutra,MX,112691,3474,6,0.03083,0.00199
ad_0293,Букмекер онлайн. Множество событий для ставок каждый день,betting,ID,194021,1493,0,0.0077,0.0006
ad_0294,Надёжное казино с быстрыми выплатами. До 200% бонус на депозит,gambling,IN,97181,2603,4,0.02679,0.00166
ad_0295,"Играй в лучшие слоты. Бонус 150%, вейджер x35. Регистрируйся",gambling,IT,177159,5185,10,0.02927,0.00203
ad_0296,Букмекер онлайн. Множество событий для ставок каждый день,betting,BR,33368,399,0,0.01198,0.00132
ad_0297,Ставки на La Liga и другие лиги. Бонус 100%€ для новых клиентов,betting,MX,155496,5344,15,0.03437,0.00295
ad_0298,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,ID,152053,1932,1,0.01271,0.00076
ad_0299,Средство для похудения. Натуральные компоненты. Закажите,nutra,IT,173479,3547,4,0.02045,0.00137
ad_0300,Снижение веса естественным путём. Закажи BurnPro сегодня,nutra,US,12589,656,1,0.05211,0.00237
ad_0301,Играйте в казино онлайн. Множество слотов и настольных игр,gambling,IN,85998,1186,1,0.0138,0.00166
ad_0302,⚽ Фрибет 150%€ без условий! Ставь на Premier League сегодня. Коэфы до 50x,betting,TR,23241,1050,8,0.04519,0.00794
ad_0303,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,US,144062,10033,38,0.06965,0.00384
ad_0304,"Казино с лицензией. 100,000+ игр. Бонус до 500€ для новых игроков",gambling,ID,46263,751,1,0.01625,0.00204
ad_0305,Делайте ставки на спортивные события. Широкая линия,betting,IN,90035,1009,1,0.01121,0.0011
ad_0306,Врачи в шоке: этот метод убирает 5кг без диет. Успей со скидкой 40%!,nutra,IT,46264,3205,9,0.06929,0.00297
ad_0307,Средство для похудения. Натуральные компоненты. Закажите,nutra,US,26386,1445,4,0.05477,0.00342
ad_0308,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,PH,116152,1227,1,0.01057,0.00131
ad_0309,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IT,113575,3630,12,0.03197,0.00342
ad_0310,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,BR,139308,1799,2,0.01292,0.00149
ad_0311,"Казино с лицензией. 100,000+ игр. Бонус до 100% для новых игроков",gambling,TR,182790,7987,41,0.0437,0.00523
ad_0312,"BurnPro — проверенное средство. 1,000+ положительных отзывов",nutra,IT,16905,1057,3,0.06255,0.00322
ad_0313,Надёжное казино с быстрыми выплатами. До 100% бонус на депозит,gambling,ID,7015,129,0,0.01841,0.00142
ad_0314,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 24ч,gambling,IN,80876,2912,11,0.03601,0.004
ad_0315,⚽ Фрибет 500€€ без условий! Ставь на Bundesliga сегодня. Коэфы до 10x,betting,DE,38865,1778,12,0.04576,0.00724
ad_0316,Делайте ставки на спортивные события. Широкая линия,betting,MX,65322,746,0,0.01143,0.00101
ad_0317,Натуральное средство для стройности. Простой заказ онлайн,nutra,MX,180124,1858,0,0.01032,0.00038
ad_0318,"Букмекер с лицензией. 10,000+ видов спорта. Фрибет до 200€€",betting,DE,119352,4901,20,0.04107,0.0042
ad_0319,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,PH,25411,154,0,0.00608,0.00033
ad_0320,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 100€€",betting,IT,190990,4891,20,0.02561,0.00423
ad_0321,"Похудей на 12кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,ID,10467,427,0,0.04088,0.00156
ad_0322,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,GB,167037,3861,8,0.02312,0.00213
ad_0323,LIVE ставки на Champions League! Бонус 500€€ + кэшбэк 10%. Начни сейчас 🔥,betting,TR,119209,2369,4,0.01988,0.00196
ad_0324,Похудение без диет. NaturThin со скидкой 30%. Бесплатная доставка,nutra,ID,86336,1740,2,0.02016,0.00149
ad_0325,Известный блогер раскрыл секрет: минус 8кг за 7 дней. Попробуй бесплатно!,nutra,TR,138820,6721,27,0.04842,0.00407
ad_0326,Похудение без диет. KetoMax со скидкой 70%. Бесплатная доставка,nutra,DE,96586,3561,5,0.03687,0.00159
ad_0327,Ставки на спорт с коэфами до 20x. 100%€ фрибет — только 5 дней!,betting,GB,56713,5950,63,0.10493,0.01068
ad_0328,"10,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,IT,51437,3344,17,0.06503,0.00516
ad_0329,"NaturThin — проверенное средство. 1,000+ положительных отзывов",nutra,PH,183555,4860,7,0.02648,0.00152
ad_0330,Эффективное средство для похудения. Скидка 50% на первый заказ,nutra,IT,44572,1517,2,0.03404,0.00173
ad_0331,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,DE,120922,4079,11,0.03374,0.00287
ad_0332,Продукт для снижения веса. Попробуйте и оцените результат,nutra,IN,77004,750,0,0.00975,0.0006
ad_0333,Эффективное средство для похудения. Скидка 70% на первый заказ,nutra,US,24448,1171,5,0.04792,0.00451
ad_0334,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,PH,14858,130,0,0.00877,0.00122
ad_0335,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,TR,80255,1605,1,0.02,0.00086
ad_0336,Надёжное казино с быстрыми выплатами. До 100€ бонус на депозит,gambling,DE,137924,5511,15,0.03996,0.00286
ad_0337,Лучшие коэффициенты на Champions League. Начни с бонуса 100€€,betting,PH,122894,1194,0,0.00972,0.00077
ad_0338,Эффективное средство для похудения. Скидка 70% на первый заказ,nutra,BR,129683,3087,7,0.02381,0.00242
ad_0339,"Минус 10кг за 2 дней! 10,000+ отзывов. Скидка 30% только сегодня 🔥",nutra,GB,137264,20194,261,0.14712,0.01293
ad_0340,"Минус 12кг за 5 дней! 5,000+ отзывов. Скидка 70% только сегодня 🔥",nutra,GB,142035,19808,118,0.13946,0.00596
ad_0341,Эффективное средство для похудения. Скидка 50% на первый заказ,nutra,GB,79158,3409,10,0.04307,0.00299
ad_0342,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,ID,93700,882,1,0.00942,0.00117
ad_0343,"Минус 10кг за 7 дней! 10,000+ отзывов. Скидка 30% только сегодня 🔥",nutra,IT,151266,13269,62,0.08772,0.0047
ad_0344,"Похудей на 15кг без спорта и диет! 100,000+ довольных клиентов. Закажи сейчас",nutra,ID,44419,2314,8,0.05211,0.00357
ad_0345,Лучшие коэффициенты на Premier League. Начни с бонуса 50€€,betting,DE,96703,2442,8,0.02526,0.00358
ad_0346,"10,000+ событий каждый день. Фрибет 100€€ при регистрации. Успей забрать!",betting,ID,86155,1978,5,0.02296,0.00276
ad_0347,Средство для похудения. Натуральные компоненты. Закажите,nutra,ID,91108,1569,1,0.01723,0.00094
ad_0348,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,MX,180756,9561,27,0.0529,0.00291
ad_0349,Ставки на La Liga и другие лиги. Бонус 100%€ для новых клиентов,betting,MX,85967,2872,9,0.03341,0.00316
ad_0350,Лучшие слоты онлайн. Бонус 200€ на первый депозит. Играй сейчас,gambling,BR,132473,4315,15,0.03258,0.00357
ad_0351,"10,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 150%",gambling,BR,82540,3588,8,0.04347,0.00228
ad_0352,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,MX,146497,1265,1,0.00864,0.00083
ad_0353,"Минус 8кг за 7 дней! 1,000+ отзывов. Скидка 70% только сегодня 🔥",nutra,MX,103754,5263,27,0.05073,0.00515
ad_0354,"1,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,GB,48395,2329,14,0.04813,0.00641
ad_0355,"Минус 8кг за 2 дней! 100,000+ отзывов. Скидка 60% только сегодня 🔥",nutra,PH,165063,9725,33,0.05892,0.00343
ad_0356,Ставки на спорт с коэфами до 20x. 100€€ фрибет — только 5 дней!,betting,PH,127949,2955,7,0.0231,0.0026
ad_0357,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,TR,154532,2571,4,0.01664,0.00185
ad_0358,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,PH,78864,957,1,0.01214,0.00127
ad_0359,"Спортивные ставки онлайн. Бонус 500€€, вывод за 24 часа",betting,MX,47482,801,1,0.01688,0.00166
ad_0360,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,IT,18678,1307,4,0.06998,0.00335
ad_0361,Натуральное средство для стройности. Простой заказ онлайн,nutra,PH,102311,776,0,0.00759,0.00057
ad_0362,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,DE,140242,3713,5,0.02648,0.0015
ad_0363,Получи 200€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,IN,47024,1842,6,0.03919,0.00348
ad_0364,Ставки на спорт. Бонусы и акции для клиентов,betting,PH,139572,1053,0,0.00755,0.0006
ad_0365,Получи 150% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,ID,123260,5470,14,0.04438,0.00265
ad_0366,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 100%€",betting,US,136598,5478,13,0.04011,0.00241
ad_0367,"Букмекер с лицензией. 100,000+ видов спорта. Фрибет до 100%€",betting,BR,63861,1840,6,0.02882,0.00332
ad_0368,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,TR,30974,323,0,0.01045,0.00112
ad_0369,Продукт для снижения веса. Попробуйте и оцените результат,nutra,TR,43285,892,1,0.02062,0.00168
ad_0370,"Выиграй до 1,000,000€ с бонусом 200€! Начни с 20€ депозита",gambling,US,41383,1230,1,0.02974,0.00162
ad_0371,"SlimFit — проверенное средство. 1,000+ положительных отзывов",nutra,PH,25768,555,0,0.02156,0.0013
ad_0372,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 48ч,gambling,IN,34146,1380,3,0.04042,0.0026
ad_0373,"🏆 10,000 тысяч игроков выбрали нас. Фрибет 100%€. Присоединяйся!",betting,BR,67505,2426,6,0.03594,0.00287
ad_0374,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IT,21464,522,0,0.02433,0.0016
ad_0375,Надёжное казино с быстрыми выплатами. До 100€ бонус на депозит,gambling,PH,9308,160,0,0.01728,0.00092
ad_0376,Снижение веса естественным путём. Закажи KetoMax сегодня,nutra,MX,193362,3768,6,0.01949,0.0016
ad_0377,"Казино с лицензией. 1,000+ игр. Бонус до 100% для новых игроков",gambling,IN,97488,1799,5,0.01846,0.00325
ad_0378,"Казино с лицензией. 10,000+ игр. Бонус до 150% для новых игроков",gambling,IT,142228,6275,23,0.04412,0.00373
ad_0379,"Спортивные ставки онлайн. Бонус 100€€, вывод за 24 часа",betting,DE,137992,3292,9,0.02386,0.00294
ad_0380,"Минус 5кг за 2 дней! 5,000+ отзывов. Скидка 60% только сегодня 🔥",nutra,MX,102858,6222,23,0.0605,0.00377
ad_0381,Ставки на Champions League и другие лиги. Бонус 200€€ для новых клиентов,betting,US,95387,8314,70,0.08717,0.00847
ad_0382,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,DE,157542,4283,7,0.02719,0.00176
ad_0383,"⚡ ПОСЛЕДНИЙ ДЕНЬ: BurnPro со скидкой 50%. Уже 10,000+ заказов",nutra,TR,173505,10254,61,0.0591,0.00603
ad_0384,Играйте в казино онлайн. Множество слотов и настольных игр,gambling,PH,130444,1237,1,0.00949,0.00131
ad_0385,Продукт для снижения веса. Попробуйте и оцените результат,nutra,GB,40350,1169,1,0.02899,0.00147
ad_0386,🎰 200% бонус на первый депозит! Только 5 дней. Играй и выигрывай!,gambling,PH,16483,865,4,0.05251,0.00562
ad_0387,Лучшие слоты онлайн. Бонус 200% на первый депозит. Играй сейчас,gambling,US,140104,9873,34,0.07047,0.00352
ad_0388,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,MX,71404,1265,2,0.01773,0.00165
ad_0389,"Выиграй до 10,000€ с бонусом 200%! Начни с 20€ депозита",gambling,BR,92012,2619,7,0.02847,0.00274
ad_0390,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,DE,101474,2504,4,0.02468,0.00165
ad_0391,Делайте ставки на спортивные события. Широкая линия,betting,ID,120274,1362,1,0.01133,0.00136
ad_0392,"5,000+ событий каждый день. Фрибет 500€€ при регистрации. Успей забрать!",betting,TR,101297,3775,19,0.03727,0.00515
ad_0393,Продукт для снижения веса. Попробуйте и оцените результат,nutra,IN,26656,382,0,0.01436,0.00099
ad_0394,Врачи в шоке: этот метод убирает 12кг без диет. Успей со скидкой 70%!,nutra,ID,52305,2158,3,0.04126,0.0015
ad_0395,Эффективное средство для похудения. Скидка 30% на первый заказ,nutra,IN,25989,681,1,0.02624,0.00168
ad_0396,"🏆 1,000 тысяч игроков выбрали нас. Фрибет 500€€. Присоединяйся!",betting,IN,193131,5316,9,0.02753,0.00188
ad_0397,Делайте ставки на спортивные события. Широкая линия,betting,GB,121367,1836,3,0.01513,0.00208
ad_0398,⚽ Фрибет 50€€ без условий! Ставь на La Liga сегодня. Коэфы до 50x,betting,PH,76973,2662,11,0.03459,0.00424
ad_0399,Врачи в шоке: этот метод убирает 12кг без диет. Успей со скидкой 50%!,nutra,US,139502,11800,60,0.08459,0.00512
ad_0400,"Минус 12кг за 5 дней! 1,000+ отзывов. Скидка 30% только сегодня 🔥",nutra,GB,38090,5607,42,0.14722,0.00757
ad_0401,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,BR,174125,2425,2,0.01393,0.00097
ad_0402,"Букмекер с лицензией. 10,000+ видов спорта. Фрибет до 100€€",betting,TR,163621,2861,4,0.01749,0.00159
ad_0403,Лучшие слоты онлайн. Бонус 200% на первый депозит. Играй сейчас,gambling,PH,121376,3572,7,0.02943,0.00204
ad_0404,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 100€",gambling,IT,109342,9698,52,0.0887,0.00543
ad_0405,Ставки на спорт с коэфами до 10x. 100%€ фрибет — только 3 дней!,betting,IN,135821,3430,7,0.02526,0.00221
ad_0406,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,ID,152239,3069,3,0.02016,0.00128
ad_0407,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,IN,73233,966,0,0.0132,0.00068
ad_0408,Известный блогер раскрыл секрет: минус 12кг за 7 дней. Попробуй бесплатно!,nutra,PH,37148,1038,2,0.02795,0.00219
ad_0409,"Попробуй удачу в 5,000+ играх. Быстрые выплаты, бонус 150%",gambling,DE,28013,1418,7,0.05064,0.00558
ad_0410,Средство для похудения. Натуральные компоненты. Закажите,nutra,TR,96075,1350,1,0.01406,0.00129
ad_0411,Похудение без диет. BurnPro со скидкой 70%. Бесплатная доставка,nutra,DE,83631,5858,22,0.07005,0.00377
ad_0412,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,GB,99763,1896,4,0.01901,0.00235
ad_0413,Врачи в шоке: этот метод убирает 8кг без диет. Успей со скидкой 40%!,nutra,BR,67058,5144,20,0.07671,0.00393
ad_0414,Ставки на Serie A и другие лиги. Бонус 100€€ для новых клиентов,betting,US,101707,4208,15,0.04138,0.0038
ad_0415,"10,000+ событий каждый день. Фрибет 100€€ при регистрации. Успей забрать!",betting,MX,22235,551,1,0.0248,0.00188
ad_0416,Делайте ставки на спортивные события. Широкая линия,betting,ID,193447,1551,0,0.00802,0.00064
ad_0417,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 200€€",betting,MX,155706,3224,7,0.02071,0.00222
ad_0418,Лучшие слоты онлайн. Бонус 50€ на первый депозит. Играй сейчас,gambling,GB,24441,2088,10,0.08547,0.00507
ad_0419,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,PH,140622,1850,2,0.01316,0.00123
ad_0420,Ставки на спорт. Бонусы и акции для клиентов,betting,GB,149520,2658,5,0.01778,0.00218
ad_0421,"⚡ ПОСЛЕДНИЙ ДЕНЬ: SlimFit со скидкой 60%. Уже 50,000+ заказов",nutra,IT,37548,2415,10,0.06432,0.00433
ad_0422,"Похудей на 8кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,GB,89583,7834,47,0.08746,0.00608
ad_0423,Эффективное средство для похудения. Скидка 70% на первый заказ,nutra,BR,79461,2684,11,0.03378,0.00423
ad_0424,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 50€ бонус + 200 фриспинов. Осталось 12ч,gambling,IN,168845,5112,10,0.03028,0.00207
ad_0425,"Спортивные ставки онлайн. Бонус 100%€, вывод за 24 часа",betting,IT,136746,2883,5,0.02109,0.00179
ad_0426,Снижение веса естественным путём. Закажи KetoMax сегодня,nutra,GB,49879,1763,5,0.03536,0.00303
ad_0427,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,IT,163633,4935,7,0.03016,0.00152
ad_0428,⚽ Фрибет 200€€ без условий! Ставь на Champions League сегодня. Коэфы до 5x,betting,IT,16917,799,4,0.04728,0.00545
ad_0429,"Похудей на 15кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,IT,114205,6676,28,0.05846,0.00424
ad_0430,"BurnPro — проверенное средство. 1,000+ положительных отзывов",nutra,US,173272,9952,21,0.05744,0.00219
ad_0431,Ставки на спорт с коэфами до 20x. 200€€ фрибет — только 2 дней!,betting,PH,123893,4828,32,0.03897,0.00668
ad_0432,"5,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 500€",gambling,US,131943,9535,49,0.07227,0.00515
ad_0433,Ставки на Premier League и другие лиги. Бонус 100€€ для новых клиентов,betting,BR,86941,2641,8,0.03038,0.00336
ad_0434,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,TR,95536,1667,3,0.01745,0.00191
ad_0435,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,GB,102134,2403,4,0.02353,0.00185
ad_0436,Врачи в шоке: этот метод убирает 10кг без диет. Успей со скидкой 40%!,nutra,MX,127282,4368,7,0.03432,0.00165
ad_0437,"Попробуй удачу в 50,000+ играх. Быстрые выплаты, бонус 150%",gambling,IN,30378,747,2,0.0246,0.00337
ad_0438,"Казино с лицензией. 1,000+ игр. Бонус до 200€ для новых игроков",gambling,IN,114611,2356,4,0.02056,0.00176
